title,name,description,type,format,comments,examples,namespace,iri,constraints
Media,format,"The file format, physical medium, or dimensions of the resource.",string,default,"A controlled value string describing the technical format of the resource (file format or physical medium). The string SHOULD be a controlled value from the Audiovisual Core Controlled Vocabulary for Dublin Core format, although it MAY be any Media Type (MIME type) value from the IANA list of Media Types (https://www.iana.org/assignments/media-types/media-types.xhtml) or any commonly used file extension string. Human-readable information about the Controlled Vocabulary for format is at http://rs.tdwg.org/ac/doc/format/ . This term can be used to describe offline digital content. In cases where the provided Service Access Point URL includes a standard file extension from which the format can be inferred, it is permissible to not provide a value for this property. See also the entry for dcterms:format in the Audiovisual Core term list document and see the DCMI FAQ on DC and DCTERMS Namespaces, https://web.archive.org/web/20171126043657/https://github.com/dcmi/repository/blob/master/mediawiki_wiki/FAQ/DC_and_DCTERMS_Namespaces.md, for discussion of the rationale for terms in two namespaces. It is best practice to use dcterms:format instead of dc:format whenever practical. Normal practice is to use the same Label if both are provided. Labels have no effect on information discovery and are only suggestions.",,dc,http://purl.org/dc/elements/1.1/format,
Media,rights,Information about rights held in and over the resource.,string,default,"A full-text, readable copyright statement, as required by the national legislation of the copyright holder. On collections, this applies to all contained objects, unless the object itself has a different statement. Do not place just the name of the copyright holder(s) here! That belongs in a list in the xmpRights:Owner field, which SHOULD be supplied if dc:rights is not 'Public Domain', which is appropriate only if the resource is known to be not under copyright. At least one of dcterms:rights and dc:rights MUST be supplied but, when feasible, supplying both might make the metadata more widely useful. They MUST specify the same rights. This expresses rights over the media resource, not over the metadata text. In case of ambiguity, dcterms:rights prevails. See also the entry for dcterms:rights in the Audiovisual Core Term List document and see the DCMI FAQ on DC and DCTERMS Namespaces, https://web.archive.org/web/20171126043657/https://github.com/dcmi/repository/blob/master/mediawiki_wiki/FAQ/DC_and_DCTERMS_Namespaces.md, for discussion of the rationale for terms in two namespaces. Normal practice is to use the same Label if both are provided. Labels have no effect on information discovery and are only suggestions.","`Copyright XY 2008, all rights reserved`; `© 2008 XY Museum`; `Public Domain`; `Copyright unknown`",dc,http://purl.org/dc/elements/1.1/rights,
Media,Owner,A list of legal owners of the resource.,string,default,"A list of the names of the owners of the copyright. 'Unknown' is an acceptable value, but 'Public Domain' is not. In that case, omit or leave empty xmpRights:Owner, and put 'Public Domain' in the Copyright Statement (dc:rights). Note: Audiovisual Core guidelines on value format are less restrictive than is specified in the IPTC guidelines. Some providers use dc:publisher for this purpose, but it seems doubtful that the publisher is by necessity the copyright owner. 'Public Domain' is not an appropriate value because it denotes something that is not under copyright. Except for 'Public Domain' resources, it is strongly urged that this field be supplied.",,xmpRights,http://ns.adobe.com/xap/1.0/rights/Owner,
Media,source,A related resource from which the described resource is derived.,string,default,"A string providing an identifiable source from which the described resources was derived. If the resource was digitized from a non-digital resource, or was also previously published in a digital or printed publication, this describes the original. Do not put generally ""related"" publications in here. This field normally contains a free-form text description. If a URI is available it should be provided in dcterms:source. Can be repeatable if a montage of images. Information about further provenance beyond the ultimate source should be put in the derivedFrom attribute. See also the entry for dcterms:source in the Audiovisual Core term list document and see the DCMI FAQ on DC and DCTERMS Namespaces, https://web.archive.org/web/20171126043657/https://github.com/dcmi/repository/blob/master/mediawiki_wiki/FAQ/DC_and_DCTERMS_Namespaces.md, for discussion of the rationale for terms in two namespaces. Normal practice is to use the same Label if both are provided. Labels have no effect on information discovery and are only suggestions.",,dc,http://purl.org/dc/elements/1.1/source,
Media,creator,An entity primarily responsible for making the resource.,string,default,"The person or organization responsible for creating the media resource. The value MAY be simple text including contact information. Note that the Creator need not be the Copyright Owner. See also the entry for dcterms:creator in the Audiovisual Core term list document and see the DCMI FAQ on DC and DCTERMS Namespaces, https://web.archive.org/web/20171126043657/https://github.com/dcmi/repository/blob/master/mediawiki_wiki/FAQ/DC_and_DCTERMS_Namespaces.md, for discussion of the rationale for terms in two namespaces. Normal practice is to use the same Label if both are provided. Labels have no effect on information discovery and are only suggestions.",,dc,http://purl.org/dc/elements/1.1/creator,
Media,CreateDate,"The date and time the resource was created. For a digital file, this need not match a file-system creation time. For a freshly created resource, it should be close to that time, modulo the time taken to write the file. Later file transfer, copying, and so on, can make the file-system time arbitrarily different.",string,default,"The date of the creation of the original resource from which the digital media was derived or created. The date and time MUST comply with the World Wide Web Consortium (W3C) datetime practice, https://www.w3.org/TR/NOTE-datetime, which requires that date and time representation correspond to ISO 8601:1998, but with year fields always comprising 4 digits. This makes datetime records compliant with 8601:2004, https://www.iso.org/standard/40874.html. AC datetime values MAY also follow 8601:2004 for ranges by separating two IS0 8601 datetime fields by a solidus (""forward slash"", '/'). When applied to a media resource with temporal extent such as audio or video, this property indicates the startTime of the recording. What constitutes ""original"" is determined by the metadata author. Example: Digitization of a photographic slide of a map would normally give the date at which the map was created; however a photographic work of art including the same map as its content may give the date of the original photographic exposure. Imprecise or unknown dates can be represented as ISO dates or ranges. Compare also Date and Time Digitized in the Resource Creation Vocabulary. See also the wikipedia IS0 8601 entry, https://en.wikipedia.org/wiki/ISO_8601, for further explanation and examples.",,xmp,http://ns.adobe.com/xap/1.0/CreateDate,
Media,modified,Date on which the resource was changed.,string,default,"Date that the media resource was altered. The date and time MUST comply with the World Wide Web Consortium (W3C) datetime practice, https://www.w3.org/TR/NOTE-datetime, which requires that date and time representation correspond to ISO 8601:1998, https://www.iso.org/standard/40874.html, but with year fields always comprising 4 digits. This makes datetime records compliant with 8601:2004. AC datetime values MAY also follow 8601:2004 for ranges by separating two IS0 8601 datetime fields by a solidus (""forward slash"", '/'). dcterms:modified permits all modification dates to be recorded, or if only one is recorded, it is assumed to be the latest. See also the wikipedia IS0 8601 entry, https://en.wikipedia.org/wiki/ISO_8601, for further explanation and examples.",,dcterms,http://purl.org/dc/terms/modified,
Media,mediaLanguage,A language of the content of Media.,string,default,Recommended best prectice is to use an ISO639-2 three-letter language code.,`eng` (for Modern English); `spa` (for Castilian Standard Spanish),gum,,
SurveyTargetAbundance,surveyTargetID,An identifier for an SurveyTarget.,string,default,,,gum,,
SurveyTargetAbundance,observedTaxonID,A dwc:taxonID of a dwc:Taxon for which the abundance is being reported. ,string,default,,,gum,,
SurveyTargetAbundance,observedTaxon,A dwc:scientificName of a dwc:Taxon for which the abundance is being reported.,string,default,,`Ctenomys sociabilis`,gum,,
SurveyTargetAbundance,organismQuantity,A number or enumeration value for the quantity of dwc:Organisms.,string,default,A dwc:organismQuantity must have a corresponding dwc:organismQuantityType.,`27` (organismQuantity) with `individuals` (organismQuantityType); `12.5` (organismQuantity) with `% biomass` (organismQuantityType); `r` (organismQuantity) with `Braun-Blanquet Scale` (organismQuantityType); `many` (organismQuantity) with `individuals` (organismQuantityType),dwc,http://rs.tdwg.org/dwc/terms/organismQuantity,
SurveyTargetAbundance,organismQuantityType,A type of quantification system used for the quantity of dwc:Organisms.,string,default,"A dwc:organismQuantityType must have a corresponding dwc:organismQuantity. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`27` (organismQuantity) with `individuals` (organismQuantityType); `12.5` (organismQuantity) with `% biomass` (organismQuantityType); `r` (organismQuantity) with `Braun-Blanquet Scale` (organismQuantityType); `many` (organismQuantity) with `individuals` (organismQuantityType),dwc,http://rs.tdwg.org/dwc/terms/organismQuantity,
SurveyTargetAbundance,organismQuantityTypeIRI,The IRI of the controlled vocabulary value for the dwc:organismQuantityType.,string,default,Recommended best practice is to use an IRI for a term in a controlled vocabulary.,,gum,,
SurveyTargetAbundance,organismQuantityTypeVocabulary,The reference to the controlled vocabulary where the definitions of values for dwc:organismQuantityType are given.,string,default,,,gum,,
Survey,surveyID,An identifier for a dwc:Event that is an biotic survey.,string,default,,,gum,http://rs.tdwg.org/dwc/terms/eventID,"{'required': True, 'unique': True}"
Survey,siteCount,Total number of individual sites surveyed during a dwc:Event.,integer,default,Site refers to the location at which observations are made or samples/measurements are taken. The site can be at any level of hierarchy.,`1`; `15`,eco,http://rs.tdwg.org/eco/terms/siteCount,"{'required': False, 'minimum': 1}"
Survey,siteNestingDescription,Textual description of the hierarchical sampling design.,string,default,Site refers to the location at which observations are made or samples/measurements are taken. The site can be at any level of hierarchy.,`5 sampling sites of 3-5 plots each`,eco,http://rs.tdwg.org/eco/terms/siteNestingDescription,
Survey,verbatimSiteDescriptions,Original textual description of the site(s).,string,default,Site refers to the location at which observations are made or samples/measurements are taken. The site can be at any level of hierarchy. Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ).,"`Wet flatwoods | Wet depression surrounded by mesic longleaf pine flatwoods | Ground cover of thick Andropogon spp., Sporobolus floridanus, Vaccinium spp, Rhynchospora spp., Centella erecta, Panicum rigidulum.`",eco,http://rs.tdwg.org/eco/terms/verbatimSiteDescriptions,
Survey,verbatimSiteNames,A list (concatenated and separated) of original site names.,string,default,Site refers to the location at which observations are made or samples/measurements are taken. The site can be at any level of hierarchy. Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ).,`East Coastal Fringe | St. Marks Wildlife Management Area`; `S1 | S2 | C1 | C2 | R14 | R22 | W1`,eco,http://rs.tdwg.org/eco/terms/verbatimSiteNames,
Survey,geospatialScopeAreaValue,The numeric value for the total area of the geospatial scope of a dwc:Event.,number,default,Geospatial scope refers to a dwc:Event location reported using the terms organized in Darwin Core under dcterms:Location. This area is always greater than or equal to the eco:totalAreaSampledValue. An eco:geospatialScopeAreaValue must have a corresponding eco:geospatialScopeAreaUnit.,`25`,eco,http://rs.tdwg.org/eco/terms/geospatialScopeAreaValue,
Survey,geospatialScopeAreaUnit,The units associated with eco:geospatialScopeAreaValue,string,default,"Recommended best practice is to use a controlled vocabulary. For units containing exponents, use characters from the Unicode Latin-1 Supplement character set (hex 00B2 for squared and 00B3 for cubed). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`km²`,eco,http://rs.tdwg.org/eco/terms/geospatialScopeAreaUnit,
Survey,totalAreaSampledValue,The numeric value for the total area surveyed during a dwc:Event.,number,default,This area is always less than or equal to the eco:geospatialScopeAreaValue. An eco:totalAreaSampledValue must have a corresponding eco:totalAreaSampledUnit.,`0.8`,eco,http://rs.tdwg.org/eco/terms/totalAreaSampledValue,"{'required': False, 'minimum': 0}"
Survey,totalAreaSampledUnit,The units associated with eco:totalAreaSampledValue,string,default,"Recommended best practice is to use a controlled vocabulary. For units containing exponents, use characters from the Unicode Latin-1 Supplement character set (hex 00B2 for squared and 00B3 for cubed). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`km²`,eco,http://rs.tdwg.org/eco/terms/totalAreaSampledUnit,
Survey,reportedWeather,A list of weather or climatic conditions present during a dwc:Event.,string,default,Recommended best practice is to use a key:value encoding schema for a data interchange format such as JSON.,"{""minimumTemperatureInDegreesFahrenheit"": 18, ""maximumTemperatureInDegreesFahrenheit"": 32}",eco,http://rs.tdwg.org/eco/terms/reportedWeather,
Survey,reportedExtremeConditions,A description of any extreme weather or environmental conditions that may have affected a dwc:Event.,string,default,,`flooding during week 3 of surveys`; `rockslide at site 2`,eco,http://rs.tdwg.org/eco/terms/reportedExtremeConditions,
Survey,targetHabitatScope,The habitats targeted for sampling during a dwc:Event.,string,default,"Recommended best practice is to use a controlled vocabulary and separate the values in a list with space vertical bar space ( | ). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`dunes`; `pineForest`; `riparian`; `scrub | grassland`,eco,http://rs.tdwg.org/eco/terms/targetHabitatScope,
Survey,excludedHabitatScope,The taxonomic group(s) explicitly excluded from sampling during a dwc:Event.,string,default,"Recommended best practice is to use a controlled vocabulary and separate multiple values in a list with space vertical bar space ( | ). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`wetFlatwoods`; `swamp | estuary`,eco,http://rs.tdwg.org/eco/terms/excludedHabitatScope,
Survey,eventDurationValue,The numeric value for the duration of a dwc:Event.,number,default,,`An eco:eventDurationValue must have a corresponding eco:eventDurationUnit.`,eco,http://rs.tdwg.org/eco/terms/eventDurationValue,
Survey,eventDurationUnit,The units associated with the eco:eventDurationValue.,string,default,"Recommended best practice is to use a controlled vocabulary. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`minutes`; `hours`; `days`; `months`; `years`,eco,http://rs.tdwg.org/eco/terms/eventDurationUnit,
Survey,targetTaxonomicScope,The taxonomic group(s) targeted for sampling during a dwc:Event.,string,default,"The dwc:Event to which the eco:targetTaxonomicScope refers could be at any level of hierarchy. In the case of a higher level (parent) dwc:Event, include all taxonomic groups surveyed in the child dwc:Events that contributed to the parent dwc:Event. Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ).",`Aves`; `Aves | Mammalia`; `Procellariformes`,eco,http://rs.tdwg.org/eco/terms/targetTaxonomicScope,
Survey,excludedTaxonomicScope,The taxonomic group(s) explicitly excluded from sampling during a dwc:Event.,string,default,"The dwc:Event to which the eco:excludedTaxonomicScope refers could be at any level of hierarchy. In the case of a higher level (parent) dwc:Event, include all the taxonomic groups explicitly excluded from the child dwc:Events that contributed to the parent dwc:Event. Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`Aves`; `Quercus | Acer`,eco,http://rs.tdwg.org/eco/terms/excludedTaxonomicScope,
Survey,taxonCompletenessReported,Statement about whether the taxonomic completeness of a dwc:Event was assessed.,string,default,"This term is meant to alert users that the inventory was conducted in such a way that all of the target taxa (the combination of eco:targetTaxonomicScope and eco:excludedTaxonomicScope) should have been detectable if they were present during a dwc:Event. This term can provide data users with a qualitative measure of how comprehensively an area has been surveyed, which assists in interpreting species populations, areas of occupancy, inferring species absences, etc. This term is only relevant if a dwc:Event used restricted search or open search methods. If taxonomic completeness was assessed, the methods used or an explanation of the basis of the completeness should be stated in eco:taxonCompletenessProtocols. Recommended best practice is to use controlled value strings from the controlled vocabulary designated for use with this term, listed at http://rs.tdwg.org/dwc/doc/tcr/. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`notReported`; `reportedComplete`; `reportedIncomplete`,eco,http://rs.tdwg.org/eco/terms/taxonCompletenessReported,
Survey,taxonCompletenessProtocols,"A description of or reference (publication, URL) to the methods used to determine eco:taxonCompletenessReported.",string,default,"This term allows users to determine how comprehensively an area has been sampled. Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`census | based on sampling effort`; `based on species accumulation curves`,eco,http://rs.tdwg.org/eco/terms/taxonCompletenessProtocols,
Survey,isTaxonomicScopeFullyReported,"Every dwc:Organism that was included within the taxonomic scope, and was detected during a dwc:Event, was reported.",boolean,default,"This term is only relevant if a dwc:Event used restricted search or open search methods. If all dwc:Organisms included within the taxonomic scope and detected during a dwc:Event were reported, the value should be 'true'. Taxonomic scope is based on the combination of eco:targetTaxonomicScope and eco:excludedTaxonomicScope.",`true`; `false`,eco,http://rs.tdwg.org/eco/terms/isTaxonomicScopeFullyReported,
Survey,isAbsenceReported,Taxonomic absences were reported.,boolean,default,Absences can be reported at any taxonomic level.,`true`; `false`,eco,http://rs.tdwg.org/eco/terms/isAbsenceReported,
Survey,absentTaxa,A list (concatenated and separated) of taxa reported absent during a dwc:Event.,string,default,"Absences can be reported at any taxonomic level. Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`Parabuteo unicinctus | Geranoaetus melanoleucus`; `Cetoniinae | Aclopinae | Cyclocephala modesta`,eco,http://rs.tdwg.org/eco/terms/absentTaxa,
Survey,hasNonTargetTaxa,One or more dwc:Organisms of taxa outside the target taxonomic scope (the combination of eco:targetTaxonomicScope and eco:excludedTaxonomicScope) were detected and reported for this dwc:Event.,boolean,default,"This term is meant to alert users to the presence of non-target taxa (in some disciplines called “bycatch”) reported in this dwc:Event. This term is relevant only if a target taxonomic scope is declared. Taxonomic scope is based on the combination of eco:targetTaxonomicScope and eco:excludedTaxonomicScope. Examination of the taxonomic scope is needed in order to identify the non-target taxa. It should be possible to confirm the expectations by investigating a dwc:Occurrences in this dwc:Event and in its child dwc:Events (if available) or by exploring eco:nonTargetTaxa for this dwc:Event (if populated). The value of this term should be 'true' if dwc:Occurrences of taxa outside the taxonomic scope as defined at the time of a dwc:Event are reported, otherwise the value of this term should be 'false'.",`true`; `false`,eco,http://rs.tdwg.org/eco/terms/hasNonTargetTaxa,
Survey,nonTargetTaxa,A list (concatenated and separated) of taxa reported during a dwc:Event that are outside of the target taxonomic scope (the combination of eco:targetTaxonomicScope and eco:excludedTaxonomicScope).,string,default,"This term is meant to allow the full list of taxa that are considered outside of the taxonomic scope and yet were reported in the dataset to be shared. This term is relevant only if a target taxonomic scope is declared and eco:hasNonTargetTaxa is ‘true’. Taxonomic scope is based on the combination of eco:targetTaxonomicScope and eco:excludedTaxonomicScope. Non-target taxa (in some disciplines called “bycatch”) can be reported at any taxonomic level. Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`Parabuteo unicinctus | Geranoaetus melanoleucus`; `Cetoniinae | Aclopinae | Cyclocephala modesta`,eco,http://rs.tdwg.org/eco/terms/nonTargetTaxa,
Survey,areNonTargetTaxaFullyReported,"Every dwc:Organism that was outside of the target taxonomic scope (the combination of eco:targetTaxonomicScope and eco:excludedTaxonomicScope) and detected during a dwc:Event, and that was detectable using the given protocol (given in eco:protocolDescriptions and dwc:samplingProtocol), was reported.",boolean,default,"This term is meant to inform a user of the data whether there were non-target taxa that were detected, but left unreported. This term is only relevant if a dwc:Event used restricted search or open search methods and if a target taxonomic scope is declared. Taxonomic scope is based on the combination of eco:targetTaxonomicScope and eco:excludedTaxonomicScope. Within dwc:Events that used either a restricted search or an open search method and declared a taxonomic scope, if all dwc:Organisms that are not included within the target taxonomic scope and that were detected during a dwc:Event were reported, the value of this term should be 'true', otherwise the value of this term should be ‘false'.",`true`; `false`,eco,http://rs.tdwg.org/eco/terms/areNonTargetTaxaFullyReported,
Survey,targetLifeStageScope,The age classes or life stages of dwc:Organisms targeted for sampling during a dwc:Event.,string,default,"This term is defined based on dwc:lifeStage (http://rs.tdwg.org/dwc/terms/lifeStage). Recommended best practice is to use the same controlled vocabulary as for dwc:lifeStage and to separate multiple values in a list with space vertical bar space ( | ). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`larva`; `adult | juvenile`,eco,http://rs.tdwg.org/eco/terms/targetLifeStageScope,
Survey,excludedLifeStageScope,The age classes or life stages of dwc:Organisms explicitly excluded from sampling during a dwc:Event.,string,default,"This term is defined based on dwc:lifeStage (http://rs.tdwg.org/dwc/terms/lifeStage). Recommended best practice is to use the same controlled vocabulary as for dwc:lifeStage and to separate multiple values in a list with space vertical bar space ( | ). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`seedling`; `nestling | fledgling`,eco,http://rs.tdwg.org/eco/terms/excludedLifeStageScope,
Survey,isLifeStageScopeFullyReported,"Every dwc:Organism that was included within the life stage scope, and was detected during a dwc:Event, was reported.",boolean,default,"This term is only relevant if a dwc:Event used restricted search or open search methods. If all dwc:Organisms included within the life stage scope and detected during a dwc:Event were reported, the value should be 'true'. Life stage scope is based on the combination of eco:targetLifeStageScope and eco:excludedLifeStageScope.",`true`; `false`,eco,http://rs.tdwg.org/eco/terms/isLifeStageScopeFullyReported,
Survey,targetDegreeOfEstablishmentScope,The degrees of establishment of a dwc:Organisms targeted for sampling during a dwc:Event.,string,default,"Recommended best practice is to use controlled value strings from the controlled vocabulary (http://rs.tdwg.org/dwcdoe/) for dwc:degreeOfEstablishment. For details, refer to https://doi.org/10.3897/biss.3.38084. Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`native`; `invasive | widespreadInvasive`,eco,http://rs.tdwg.org/eco/terms/targetDegreeOfEstablishmentScope,
Survey,excludedDegreeOfEstablishmentScope,The degrees of establishment of a dwc:Organisms explicitly excluded from sampling during a dwc:Event.,string,default,"Recommended best practice is to use controlled value strings from the controlled vocabulary (http://rs.tdwg.org/dwcdoe/) for dwc:degreeOfEstablishment. For details, refer to https://doi.org/10.3897/biss.3.38084. Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`native`; `invasive | widespreadInvasive`,eco,http://rs.tdwg.org/eco/terms/excludedDegreeOfEstablishmentScope,
Survey,isDegreeOfEstablishmentScopeFullyReported,"Every dwc:Organism that was included within the degree of establishment scope, and was detected during a dwc:Event, was reported.",boolean,default,"This term is only relevant if a dwc:Event used restricted search or open search methods. If all dwc:Organisms included within the degree of establishment scope and detected during a dwc:Event were reported, the value should be 'true'. Degree of establishment scope is based on the combination of eco:targetDegreeOfEstablishmentScope and eco:excludedDegreeOfEstablishmentScope.",`true`; `false`,eco,http://rs.tdwg.org/eco/terms/isDegreeOfEstablishmentScopeFullyReported,
Survey,targetGrowthFormScope,The growth forms or habits of a dwc:Organisms targeted for sampling during a dwc:Event.,string,default,"Recommended best practice is to use a controlled vocabulary and separate multiple values in a list with space vertical bar space ( | ). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`tree`; `shrub | subShrub`,eco,http://rs.tdwg.org/eco/terms/targetGrowthFormScope,
Survey,excludedGrowthFormScope,The growth forms or habits of a dwc:Organisms explicitly excluded from sampling during a dwc:Event.,string,default,"Recommended best practice is to use a controlled vocabulary and separate multiple values in a list with space vertical bar space ( | ). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`tree`; `shrub | subShrub`,eco,http://rs.tdwg.org/eco/terms/excludedDegreeOfEstablishmentScope,
Survey,isGrowthFormScopeFullyReported,"Every dwc:Organism that was included within the growth form scope, and was detected during a dwc:Event, was reported.",boolean,default,"This term is only relevant if a dwc:Event used restricted search or open search methods. If all dwc:Organisms included within the growth form scope and detected during a dwc:Event were reported, the value should be 'true'. Growth form scope is based on the combination of eco:targetGrowthFormScope and eco:excludedGrowthFormScope.",`true`; `false`,eco,http://rs.tdwg.org/eco/terms/isGrowthFormScopeFullyReported,
Survey,hasNonTargetOrganisms,"One or more dwc:Organisms outside the target organismal scopes (eco:targetDegreeOfEstablishmentScope, eco:targetGrowthFormScope, and eco:targetLifeStageScope) were detected and reported for this dwc:Event.",boolean,default,"This term is meant to alert users to the presence of non-target organisms (in some disciplines called “bycatch”) reported in this dwc:Event. This term is relevant only if a target organismal scope is declared. Organismal scope is based on the combination of all of the following terms: eco:targetLifeStageScope, eco:excludedLifeStageScope, eco:targetDegreeOfEstablishmentScope, eco:excludedDegreeOfEstablishmentScope, eco:targetGrowthFormScope, and eco:excludedGrowthFormScope. Examination of the organismal scope is needed in order to identify the non-target dwc:Organisms. It should be possible to confirm the expectations by investigating a dwc:Occurrences in this dwc:Event and in its child dwc:Events (if available). The value of this term should be 'true' if dwc:Occurrences of dwc:Organisms outside the organismal scope(s) as defined at the time of a dwc:Event are reported, otherwise the value of this term should be 'false'.",`true`; `false`,eco,http://rs.tdwg.org/eco/terms/hasNonTargetOrganisms,
Survey,verbatimTargetScope,The verbatim original description of a dwc:Event scope.,string,default,"Recommended best practice is first to populate explicit scope terms to the fullest extent possible (e.g., eco:targetTaxonomicScope). It is not recommended to use this term in assessing absence or completeness.","`small mammals`; `freshwater macroinvertebrates`; `dead animals, ground-living insects`",gum,,
Survey,identifiedBy,"A list (concatenated and separated) of names of people, groups, or organizations who assigned the dwc:Taxon to the subject.",string,default,Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,`James L. Patton`; `Theodore Pappenfuss | Robert Macey`,dwc,http://rs.tdwg.org/dwc/terms/identifiedBy,
Survey,identifiedByID,The identifier for the Agent that asserted the dwc:Identification.,string,default,"Recommended best practice is to provide a single identifier that disambiguates the details of the identifying agent. If a list is used, the order of the identifiers on the list should not be assumed to convey any semantics. Recommended best practice is to separate the values in a list with space vertical bar space (` | `).",`https://orcid.org/0000-0002-1825-0097`,dwc,http://rs.tdwg.org/dwc/terms/identifiedByID,
Survey,identificationReferences,"A list (concatenated and separated) of references (publication, global unique identifier, URI) used in the dwc:Identification.",string,default,Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,"`Aves del Noroeste Patagonico. Christie et al. 2004.`; `Stebbins, R. Field Guide to Western Reptiles and Amphibians. 3rd Edition. 2003. | Irschick, D.J. and Shaffer, H.B. (1997). The polytypic species revisited: Morphological differentiation among tiger salamanders (Ambystoma tigrinum) (Amphibia: Caudata). Herpetologica, 53(1), 30-49.`",dwc,http://rs.tdwg.org/dwc/terms/identificationReferences,
Survey,compilationTypes,"A statement specifying whether data reported are derived from sampling events, ancillary data compiled from other sources, or a combination of both.",string,default,"This term is only relevant if a dwc:Event is an inventory. Recommended best practice is to use a controlled vocabulary. Recommended best practice is to separate the values in a list with space vertical bar space ( | ). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`samplingEvents`; `compilationOfExistingSourcesAndSamplingEvents`; `compilationOfExistingSources`; `compilationOfExistingSourcesAndSamplingEvents | compilationOfExistingSources`,eco,http://rs.tdwg.org/eco/terms/compilationTypes,
Survey,compilationSourceTypes,The types of data sources contributing to the compilation reported.,string,default,"This term is only relevant if a dwc:Event is a compilation in which one or more types of data sources were used. Recommended best practice is to use a controlled vocabulary and separate multiple values in a list with space vertical bar space ( | ). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`museumSpecimens`; `literature`; `expertKnowledge | localKnowledge`,eco,http://rs.tdwg.org/eco/terms/compilationSourceTypes,
Survey,inventoryTypes,The types of search processes used to conduct the inventory.,string,default,"This term is only relevant if a dwc:Event represents an inventory. Recommended best practice is to use a controlled vocabulary. Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`restrictedSearch`; `openSearch`; `opportunisticSearch`; `adventitious`; `compilation`; `openSearch | opportunisticSearch`,eco,http://rs.tdwg.org/eco/terms/inventoryTypes,
Survey,protocolNames,Categorical descriptive names for the methods used during a dwc:Event.,string,default,"Recommended best practice is to use a controlled vocabulary and separate multiple values in a list with space vertical bar space ( | ). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`boxTrapping`; `floraInventory`; `boxTrapping | funnelTrapping`,eco,http://rs.tdwg.org/eco/terms/protocolNames,
Survey,protocolDescriptions,A detailed description of the methods used during a dwc:Event.,string,default,"This description should be associated with protocols provided in eco:protocolNames. The description may include deviations from a protocol referred to in eco:protocolReferences. Recommended good practice is to provide information about instruments used, calibration, etc. Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ).","`Three conventional harp traps (3.2m ht x 2.2m w) were established in flight path zones for a period of 4 hrs at dawn and dusk for a total of 10 trap nights. Traps were visited on an hourly basis during each deployment period and the trap catch recorded for species, size, weight, sex, age and maternal status.`",eco,http://rs.tdwg.org/eco/terms/protocolDescriptions,
Survey,protocolReferences,The references to the methods used during a dwc:Event.,string,default,Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ).,"`Penguins from space: faecal stains reveal the location of emperor penguin colonies, https://doi.org/10.1111/j.1466-8238.2009.00467.x`",eco,http://rs.tdwg.org/eco/terms/protocolReferences,
